playlistName,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,author,name
Mhe,0.566,0.366,7,-12.808,0.028,0.113,0.181,0.155,0.237,129.959,girl in red,we fell in love in october
Mhe,0.54,0.381,7,-14.323,0.0347,0.0217,0.000687,0.305,0.343,155.882,girl in red,i wanna be your girlfriend
Mhe,0.384,0.765,6,-4.463,0.0579,0.646,0.00352,0.522,0.567,129.903,Rex Orange County,Sunflower
Mhe,0.652,0.557,1,-5.714,0.0318,0.74,0,0.124,0.483,150.073,Alec Benjamin,Let Me Down Slowly
Mhe,0.469,0.08,2,-15.489,0.0425,0.897,4.22e-05,0.112,0.206,101.238,Jeremy Zucker,you were good to me (bonus track)
Mhe,0.565,0.242,2,-8.367,0.0318,0.762,9.3e-06,0.285,0.237,81.657,Ed Sheeran,Best Part of Me (feat. YEBBA)
Mhe,0.533,0.84,9,-5.283,0.167,0.234,0,0.114,0.361,116.882,NF,Hate Myself
Mhe,0.509,0.538,7,-7.335,0.0572,0.385,0,0.104,0.244,75.089,Passenger,Let Her Go
Mhe,0.511,0.566,6,-7.23,0.2,0.349,0,0.34,0.218,83.903,Juice WRLD,Lucid Dreams
Mhe,0.785,0.431,10,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,Trevor Daniel,Falling
Mhe,0.708,0.186,9,-8.953,0.042,0.868,0,0.0779,0.322,72.541,Noah Cyrus,July
Mhe,0.421,0.407,10,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,Christina Perri,A Thousand Years
Mhe,0.56,0.674,10,-6.048,0.0446,0.698,0,0.123,0.421,119.942,mxmtoon,prom dress
Mhe,0.378,0.388,10,-9.017,0.036,0.472,0,0.157,0.188,72.293,Hailee Steinfeld,Wrong Direction
Mhe,0.443,0.369,9,-9.514,0.0441,0.969,0.277,0.638,0.0989,174.107,Lord Huron,The Night We Met
Mhe,0.507,0.204,0,-11.575,0.0504,0.855,0,0.143,0.343,77.765,Dean Lewis,Half A Man
Mhe,0.422,0.302,11,-9.214,0.0372,0.629,7.83e-05,0.104,0.123,114.089,AURORA,Runaway
Mhe,0.445,0.537,4,-8.532,0.04,0.695,1.65e-05,0.0944,0.131,122.769,Tom Odell,Another Love
Mhe,0.612,0.807,10,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,The Neighbourhood,Sweater Weather
Mhe,0.464,0.701,6,-5.693,0.0411,0.00892,0.309,0.335,0.356,83.996,The Neighbourhood,Afraid
Mhe,0.245,0.64,2,-7.426,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,The Neighbourhood,The Beach
Mhe,0.581,0.656,4,-4.891,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,The Neighbourhood,Cry Baby
Mhe,0.568,0.569,7,-6.013,0.0329,0.0004,0.102,0.342,0.266,72.991,The Neighbourhood,Wires
Mhe,0.353,0.686,7,-5.704,0.0534,0.00216,0,0.123,0.177,94.47,The Neighbourhood,R.I.P. 2 My Youth
Mhe,0.716,0.512,1,-6.257,0.0331,0.483,0,0.0928,0.326,104.957,Sia,Snowman
Mhe,0.357,0.425,5,-7.301,0.0333,0.584,0,0.322,0.27,102.078,Conan Gray,Heather
Mhe,0.778,0.422,0,-10.114,0.0482,0.921,0.00924,0.0958,0.187,120.033,Billie Eilish,bitches broken hearts
Mhe,0.628,0.878,9,-3.468,0.0901,0.00196,1.23e-05,0.0649,0.796,129.976,Olivia Rodrigo,bad idea right?
Mhe,0.443,0.298,0,-12.181,0.0644,0.388,1e-05,0.103,0.172,77.253,Olivia Rodrigo,hope ur ok
Mhe,0.629,0.328,11,-8.284,0.029,0.768,2.5e-05,0.103,0.389,74.953,Sasha Alex Sloan,Dancing With Your Ghost
Mhe,0.376,0.43,0,-6.585,0.0328,0.0902,0,0.0912,0.129,77.599,Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series"""
Mhe,0.38,0.339,3,-7.885,0.0338,0.691,0,0.12,0.0849,100.607,Olivia Rodrigo,traitor
Mhe,0.537,0.413,7,-7.736,0.0319,0.346,0,0.12,0.226,133.21,Olivia Rodrigo,making the bed
Mhe,0.545,0.968,9,-3.553,0.0853,0.0387,0.00325,0.331,0.527,169.965,Fitz and The Tantrums,Out of My League
Mhe,0.681,0.292,11,-9.599,0.0483,0.743,0,0.0974,0.162,64.002,Sasha Alex Sloan,Older
Mhe,0.576,0.478,4,-8.276,0.0261,0.498,5.68e-05,0.124,0.266,132.028,d4vd,Here With Me
Mhe,0.395,0.443,6,-9.72,0.133,0.765,9.67e-06,0.0839,0.338,168.924,Olivia Rodrigo,happier
Mhe,0.539,0.508,10,-6.05,0.0288,0.727,0,0.174,0.227,101.358,Stephen Sanchez,Until I Found You
Mhe,0.585,0.436,10,-8.761,0.0601,0.721,1.31e-05,0.105,0.132,143.874,Olivia Rodrigo,drivers license
Mhe,0.508,0.43,2,-9.475,0.0335,0.83,0.000441,0.093,0.324,130.09,David Kushner,Daylight
Mhe,0.511,0.532,5,-5.745,0.056,0.169,0,0.311,0.322,137.827,Olivia Rodrigo,vampire
Mhe,0.387,0.135,7,-14.398,0.051,0.929,0,0.0948,0.21,82.987,Billie Eilish,The 30th
Mhe,0.421,0.131,0,-18.435,0.0382,0.952,0.00453,0.109,0.12,137.446,Billie Eilish,i love you
Mhe,0.614,0.318,7,-12.695,0.0478,0.896,0.00239,0.0795,0.112,119.959,Billie Eilish,Bored
Mhe,0.546,0.846,5,-5.719,0.181,0.0135,0,0.607,0.74,162.043,Olivia Rodrigo,get him back!
Mhe,0.571,0.544,6,-10.613,0.0299,0.453,0.00805,0.322,0.216,132.052,d4vd,Romantic Homicide
Mhe,0.416,0.0725,2,-16.755,0.0582,0.801,1.45e-05,0.0754,0.0609,123.544,Bil Cutie,6.18.18
Mhe,0.332,0.225,0,-8.697,0.0348,0.767,0.00349,0.128,0.297,81.055,Billie Eilish,Happier Than Ever
Mhe,0.412,0.236,4,-15.159,0.0379,0.83,0.00653,0.147,0.119,140.214,Billie Eilish,TV
Mhe,0.64,0.321,0,-14.604,0.0931,0.693,0.0307,0.114,0.177,145.045,Billie Eilish,come out and play
Mhe,0.319,0.0561,0,-23.023,0.045,0.935,0.00384,0.388,0.082,79.764,Billie Eilish,listen before i go
Mhe,0.341,0.519,7,-7.007,0.0615,0.223,0,0.271,0.221,189.764,Sasha Alex Sloan,Thank You
Mhe,0.576,0.307,11,-12.732,0.0428,0.807,0.000355,0.0792,0.157,67.513,Billie Eilish,Six Feet Under
Mhe,0.367,0.111,4,-14.084,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,Billie Eilish,when the party's over
Mhe,0.515,0.593,4,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467,JVKE,golden hour
Mhe,0.579,0.783,8,-6.4,0.0453,0.00979,0.244,0.116,0.69,165.057,Sasha Alex Sloan,I Blame The World
Mhe,0.38,0.219,4,-13.273,0.0358,0.917,0.0104,0.0827,0.0517,73.537,Billie Eilish,No Time To Die
Mhe,0.483,0.412,7,-8.461,0.0402,0.737,0,0.116,0.247,170.163,Billie Eilish,idontwannabeyouanymore
Mhe,0.444,0.0911,0,-17.665,0.0307,0.959,1.05e-06,0.098,0.142,78.403,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]"
Mhe,0.407,0.416,6,-8.915,0.174,0.656,0,0.0981,0.246,176.947,Olivia O'Brien,hate u love u
Mhe,0.308,0.921,5,-5.163,0.0723,0.000172,1.9e-05,0.836,0.169,174.03,Modà,Salvami
Mhe,0.457,0.935,3,-5.125,0.0812,0.00108,0,0.973,0.387,150.076,Modà,La Sua Bellezza
Mhe,0.667,0.893,10,-4.356,0.0841,0.13,0,0.21,0.672,160.021,Pinguini Tattici Nucleari,Bohémien
Mhe,0.509,0.672,0,-5.477,0.0363,0.238,0,0.125,0.425,78.084,Thegiornalisti,Questa nostra stupida canzone d'amore
Mhe,0.546,0.652,0,-3.852,0.0339,0.451,0,0.123,0.378,139.875,Pinguini Tattici Nucleari,Pastello Bianco
Mhe,0.659,0.588,0,-5.682,0.063,0.632,0,0.124,0.297,135.884,Ultimo,I Tuoi Particolari
Mhe,0.692,0.63,8,-6.792,0.164,0.0732,0,0.0865,0.499,110.919,Coez,È sempre bello
Mhe,0.433,0.671,1,-5.411,0.0302,0.0267,0,0.419,0.121,65.418,Modà,Quello Che Non Ti Ho Detto (Scusami..)
Mhe,0.537,0.814,7,-5.855,0.281,0.252,0,0.117,0.505,175.878,Coez,Come nelle canzoni
Mhe,0.747,0.498,0,-6.674,0.0353,0.381,0,0.712,0.53,135.919,Coez,La musica non c'è
Mhe,0.5,0.793,2,-5.59,0.0444,0.0291,0,0.682,0.34,125.193,Modà,Non È Mai Abbastanza
Mhe,0.685,0.665,9,-5.983,0.0375,0.122,0,0.153,0.596,135.014,Pinguini Tattici Nucleari,Ricordi
Mhe,0.467,0.688,11,-6.336,0.0367,0.032,0,0.849,0.197,129.973,Modà,Se Si Potesse Non Morire
Mhe,0.623,0.663,11,-6.458,0.142,0.0624,4.49e-06,0.0922,0.346,149.91,Ernia,Superclassico
Mhe,0.37,0.895,0,-4.963,0.0571,0.00026,0,0.706,0.127,184.044,Modà,Gioia
Mhe,0.674,0.423,4,-10.249,0.276,0.603,0,0.103,0.425,132.292,Mostro,La città
Mhe,0.457,0.666,8,-5.93,0.0303,0.00582,0,0.727,0.299,136.353,Modà,Tappeto Di Fragole
Mhe,0.545,0.477,11,-6.021,0.0427,0.0746,0,0.0977,0.353,123.465,Coez,Occhi rossi
Mhe,0.33,0.858,10,-4.843,0.0385,0.0176,0,0.867,0.437,156.882,Modà,Dove È Sempre Sole (Feat. Jarabe de Palo)
Mhe,0.326,0.808,9,-4.638,0.0397,0.00208,0,0.926,0.389,160.141,Modà,Come Un Pittore (Feat. Jarabe de Palo)
Mhe,0.602,0.556,0,-5.967,0.0337,0.589,0,0.185,0.186,99.977,ARIETE,CASTELLI DI LENZUOLA
Mhe,0.426,0.491,0,-6.762,0.0306,0.0259,0,0.258,0.212,136.017,Modà,Lasciami
Mhe,0.422,0.477,11,-8.12,0.0384,0.739,0,0.255,0.39,76.183,PSICOLOGI,SUI MURI
Mhe,0.611,0.622,0,-5.132,0.0273,0.0324,0,0.248,0.703,94.998,ARIETE,GIORNATE NOIOSE
Mhe,0.635,0.541,2,-6.157,0.0314,0.4,0,0.0879,0.133,116.938,Marco Mengoni,Due Vite
Mhe,0.578,0.576,8,-5.971,0.0431,0.194,0,0.186,0.36,131.988,ARIETE,MARE DI GUAI
Mhe,0.558,0.692,0,-5.322,0.0367,0.0872,0,0.191,0.269,129.844,Tananai,QUELLI COME NOI
Mhe,0.431,0.317,4,-11.571,0.0572,0.882,0,0.0931,0.391,92.878,ARIETE,SPIFFERI
Mhe,0.577,0.463,0,-8.116,0.0312,0.311,0,0.105,0.374,105.889,Tananai,TRE QUARTI
Mhe,0.647,0.692,6,-4.6,0.098,0.108,0,0.126,0.342,139.693,BLOODY VINYL,ALTALENE (feat. Mara Sattei & Coez)
Mhe,0.409,0.671,6,-6.005,0.0545,0.219,0,0.157,0.32,127.279,Tananai,TANGO
Mhe,0.3,0.55,9,-6.504,0.0474,0.131,0,0.0543,0.225,145.686,Tananai,ABISSALE
Mhe,0.618,0.687,2,-5.603,0.0446,0.268,0,0.126,0.398,94.037,ARIETE,L'ultima notte
Mhe,0.609,0.69,5,-6.075,0.0949,0.346,0,0.162,0.654,94.973,PSICOLOGI,TATUAGGI (feat. ARIETE)
Mhe,0.565,0.442,3,-7.409,0.0506,0.452,0,0.127,0.297,87.005,Tananai,CAMPO MINATO (feat. ARIETE)
Mhe,0.54,0.633,11,-4.643,0.0391,0.195,0,0.0376,0.193,132.823,Mara Sattei,Duemilaminuti
Mhe,0.538,0.579,6,-6.986,0.114,0.537,0,0.165,0.616,166.053,ARIETE,Mille guerre
Mhe,0.768,0.637,0,-5.432,0.0597,0.0267,8.56e-05,0.121,0.399,115.017,Tananai,ESAGERATA
Mhe,0.661,0.725,2,-4.982,0.0336,0.23,0,0.138,0.578,126.005,ARIETE,UN'ALTRA ORA
Mhe,0.679,0.581,2,-9.297,0.104,0.523,0,0.0928,0.443,82.054,ARIETE,Pillole
Mhe,0.605,0.385,6,-9.22,0.0418,0.84,0,0.34,0.38,147.961,ARIETE,RUMORE
Mhe,0.656,0.678,5,-6.851,0.0507,0.12,1.86e-05,0.147,0.166,129.871,MACE,LA CANZONE NOSTRA ⟁ (con BLANCO & Salmo)
Mhe,0.635,0.641,4,-3.674,0.0329,0.18,0,0.0959,0.218,122.83,Måneskin,VENT'ANNI
Mhe,0.425,0.638,1,-3.184,0.0759,0.426,0,0.177,0.45,81.396,Måneskin,Torna a casa
Mhe,0.316,0.707,9,-6.876,0.094,0.0182,0,0.0571,0.396,77.323,Fedez,L'amore eternit (feat. Noemi)
Mhe,0.363,0.678,2,-4.939,0.0995,0.0299,0,0.324,0.321,162.124,Måneskin,CORALINE
Mhe,0.49,0.738,3,-7.399,0.0367,0.00237,4.58e-06,0.0851,0.126,124.966,Rosa Walton,I Really Want to Stay at Your House
Mhe,0.603,0.834,5,-5.766,0.0417,0.0411,0.00609,0.105,0.376,89.956,t.A.T.u.,All The Things She Said
Mhe,0.405,0.505,5,-7.75,0.0458,0.592,0,0.121,0.318,164.971,Rex Orange County,Television / So Far So Good
Mhe,0.569,0.403,10,-8.618,0.0439,0.593,4.49e-06,0.102,0.269,119.819,Ashe,Moral of the Story
Mhe,0.576,0.741,2,-7.404,0.0356,0.00831,0,0.111,0.143,124.091,Lil Peep,nuts (feat. rainy bear)
Mhe,0.674,0.774,11,-7.567,0.0892,0.0686,0.00188,0.393,0.33,112.05,Surf Mesa,ily (i love you baby) (feat. Emilee)
Mhe,0.515,0.479,3,-7.458,0.0261,0.544,0.00598,0.191,0.284,88.964,Joji,SLOW DANCING IN THE DARK
Mhe,0.575,0.568,9,-5.509,0.03,0.0484,0.000417,0.286,0.37,93.986,The Neighbourhood,Softcore
Mhe,0.579,0.601,8,-10.492,0.0322,0.0673,0.414,0.0778,0.0392,140.019,Mr.Kitty,After Dark
Mhe,0.669,0.574,4,-6.442,0.0286,0.0175,0.00294,0.146,0.273,120.013,Lil Peep,Falling Down - Bonus Track
Mhe,0.671,0.673,11,-6.941,0.0444,0.148,5.29e-05,0.304,0.494,121.963,Jaymes Young,Infinity
Mhe,0.52,0.731,6,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,Harry Styles,As It Was
Mhe,0.44,0.317,8,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,Joji,Glimpse of Us
Mhe,0.429,0.708,5,-6.674,0.0382,0.0842,0,0.125,0.672,173.93,LP,Lost on You
